stock,endDate,totalAssets,totalLiab,totalStockholderEquity,asset_liability_ratio,debt_to_equity_ratio
NTCT,2018-03-31,3368608000.0,1299826000.0,2068782000.0,38.59,0.63
NTCT,2017-03-31,3601513000.0,1165263000.0,2436250000.0,32.35,0.48
SVM,2020-03-31,512760000.0,73788000.0,368682000.0,14.39,0.2
SVM,2019-03-31,499076000.0,85895000.0,347446000.0,17.21,0.25
SVM,2018-03-31,476894000.0,78715000.0,329236000.0,16.51,0.24
SVM,2017-03-31,397970000.0,80035000.0,263121000.0,20.11,0.3
HURC,2019-10-31,301065000.0,60820000.0,240245000.0,20.2,0.25
HURC,2018-10-31,315407000.0,92554000.0,222853000.0,29.34,0.42
HURC,2017-10-31,277808000.0,74723000.0,203085000.0,26.9,0.37
HURC,2016-10-31,251949000.0,66474000.0,185475000.0,26.38,0.36
CPS,2019-12-31,2635582000.0,1759600000.0,856175000.0,66.76,2.06
CPS,2018-12-31,2624145000.0,1772670000.0,824806000.0,67.55,2.15
CPS,2017-12-31,2725648000.0,1870559000.0,826569000.0,68.63,2.26
CPS,2016-12-31,2491702000.0,1769911000.0,697360000.0,71.03,2.54
AG,2019-12-31,1027924000.0,365603000.0,662321000.0,35.57,0.55
AG,2018-12-31,926110000.0,331537000.0,594573000.0,35.8,0.56
AG,2017-12-31,781441000.0,198956000.0,582485000.0,25.46,0.34
AG,2016-12-31,857175000.0,235474000.0,621701000.0,27.47,0.38
CTMX,2019-12-31,341282000.0,290169000.0,51113000.0,85.02,5.68
CTMX,2018-12-31,457108000.0,326225000.0,130883000.0,71.37,2.49
CTMX,2017-12-31,397644000.0,327748000.0,69896000.0,82.42,4.69
CTMX,2016-12-31,199128000.0,120649000.0,78479000.0,60.59,1.54
UNF,2019-08-31,2047320000.0,406090000.0,1641230000.0,19.84,0.25
UNF,2018-08-25,1843386000.0,378419000.0,1464967000.0,20.53,0.26
UNF,2017-08-26,1819128000.0,365936000.0,1453192000.0,20.12,0.25
UNF,2016-08-27,1702007000.0,337226000.0,1364781000.0,19.81,0.25
ZVO,2019-12-31,250138000.0,151200000.0,98938000.0,60.45,1.53
ZVO,2018-12-31,269492000.0,141878000.0,127614000.0,52.65,1.11
ZVO,2017-12-31,284636000.0,161640000.0,122996000.0,56.79,1.31
ZVO,2016-12-31,463376000.0,182670000.0,280706000.0,39.42,0.65
LPTH,2019-06-30,45973180.0,12514054.0,33459126.0,27.22,0.37
LPTH,2018-06-30,47117114.0,11759670.0,35357444.0,24.96,0.33
LPTH,2017-06-30,46672214.0,16951045.0,29721169.0,36.32,0.57
LPTH,2016-06-30,15589193.0,4657281.0,10931912.0,29.88,0.43
ITRI,2019-12-31,2707841000.0,1907026000.0,776538000.0,70.43,2.46
ITRI,2018-12-31,2608982000.0,1874934000.0,712663000.0,71.86,2.63
ITRI,2017-12-31,2106147000.0,1300515000.0,786416000.0,61.75,1.65
ITRI,2016-12-31,1577811000.0,927458000.0,631604000.0,58.78,1.47
AZO,2019-08-31,9895913000.0,11609764000.0,-1713851000.0,117.32,-6.77
AZO,2018-08-25,9346980000.0,10867335000.0,-1520355000.0,116.27,-7.15
AZO,2017-08-26,9259781000.0,10688158000.0,-1428377000.0,115.43,-7.48
AZO,2016-08-27,8599787000.0,10387325000.0,-1787538000.0,120.79,-5.81
ZNTL,2019-12-31,87481000.0,19060000.0,-80106000.0,21.79,-0.24
ZNTL,2018-12-31,40998000.0,8692000.0,-35060000.0,21.2,-0.25
BAH,2020-03-31,4793966000.0,3937610000.0,856356000.0,82.14,4.6
BAH,2019-03-31,3831841000.0,3156475000.0,675366000.0,82.37,4.67
BAH,2018-03-31,3606619000.0,3044128000.0,562491000.0,84.4,5.41
BAH,2017-03-31,3373105000.0,2799514000.0,573591000.0,83.0,4.88
FCBP,2019-12-31,1690324000.0,1428519000.0,261805000.0,84.51,5.46
FCBP,2018-12-31,1622501000.0,1374432000.0,248069000.0,84.71,5.54
FCBP,2017-12-31,903795000.0,798101000.0,105694000.0,88.31,7.55
FCBP,2016-12-31,862691000.0,760184000.0,102507000.0,88.12,7.42
GCI,2019-12-31,4020102000.0,3036896000.0,981356000.0,75.54,3.09
GCI,2018-12-30,1443864000.0,725094000.0,717223000.0,50.22,1.01
GCI,2017-12-31,1283546000.0,609153000.0,674393000.0,47.46,0.9
GCI,2016-12-25,1336030000.0,581057000.0,754973000.0,43.49,0.77
JAGX,2019-12-31,36410421.0,15842390.0,8961547.0,43.51,1.77
JAGX,2018-12-31,41041945.0,26658822.0,5383121.0,64.96,4.95
JAGX,2017-12-31,43629206.0,26368204.0,17261002.0,60.44,1.53
JAGX,2016-12-31,3563149.0,6017334.0,-2454185.0,168.88,-2.45
CLPR,2019-12-31,1166207000.0,1024424000.0,57234000.0,87.84,17.9
CLPR,2018-12-31,1101008000.0,939523000.0,65182000.0,85.33,14.41
CLPR,2017-12-31,1052085000.0,866494000.0,74912000.0,82.36,11.57
CLPR,2016-12-31,905208000.0,778992000.0,38201000.0,86.06,20.39
EBAY,2019-12-31,18174000000.0,15304000000.0,2870000000.0,84.21,5.33
EBAY,2018-12-31,22819000000.0,16538000000.0,6281000000.0,72.47,2.63
EBAY,2017-12-31,25986000000.0,17937000000.0,8049000000.0,69.03,2.23
EBAY,2016-12-31,23847000000.0,13308000000.0,10539000000.0,55.81,1.26
CXDC,2019-12-31,2635882248.0,1799508137.0,836374011.0,68.27,2.15
CXDC,2018-12-31,2753519231.0,1907025338.0,748917328.0,69.26,2.55
CXDC,2017-12-31,2544103683.0,1733749218.0,712777900.0,68.15,2.43
CXDC,2016-12-31,2126500199.0,1394664068.0,634259566.0,65.58,2.2
XRF,2018-12-31,96136000.0,95219000.0,917000.0,99.05,103.84
XRF,2017-12-31,137528000.0,78490000.0,59038000.0,57.07,1.33
XRF,2016-12-31,58468000.0,44460000.0,-102210000.0,76.04,-0.43
XRF,2015-12-31,68272000.0,44907000.0,-61585000.0,65.78,-0.73
VAC,2019-12-31,9214000000.0,6183000000.0,3019000000.0,67.1,2.05
VAC,2018-12-31,9018000000.0,5552000000.0,3461000000.0,61.57,1.6
VAC,2017-12-31,2845000000.0,1804000000.0,1041000000.0,63.41,1.73
VAC,2016-12-30,2391419000.0,1483600000.0,907819000.0,62.04,1.63
ODFL,2019-12-31,3995568000.0,914851000.0,3080717000.0,22.9,0.3
ODFL,2018-12-31,3545283000.0,864800000.0,2680483000.0,24.39,0.32
ODFL,2017-12-31,3068424000.0,791570000.0,2276854000.0,25.8,0.35
ODFL,2016-12-31,2696247000.0,845089000.0,1851158000.0,31.34,0.46
PANW,2019-07-31,6592200000.0,5005900000.0,1586300000.0,75.94,3.16
PANW,2018-07-31,5948900000.0,4788600000.0,1160300000.0,80.5,4.13
PANW,2017-07-31,3438300000.0,2678700000.0,759600000.0,77.91,3.53
PANW,2016-07-31,2858200000.0,1963300000.0,894900000.0,68.69,2.19
CATY,2019-12-31,18094144000.0,15799861000.0,2294283000.0,87.32,6.89
CATY,2018-12-31,16784737000.0,14662871000.0,2121866000.0,87.36,6.91
CATY,2017-12-31,15640186000.0,13666882000.0,1973304000.0,87.38,6.93
CATY,2016-12-31,14520769000.0,12692230000.0,1828539000.0,87.41,6.94
OPGN,2019-12-31,10421824.0,6128485.0,4293339.0,58.8,1.43
OPGN,2018-12-31,8950363.0,5641622.0,3308741.0,63.03,1.71
OPGN,2017-12-31,6619914.0,5218917.0,1400997.0,78.84,3.73
OPGN,2016-12-31,8984045.0,5816564.0,3167481.0,64.74,1.84
DWSN,2019-12-31,127608000.0,24443000.0,103165000.0,19.15,0.24
DWSN,2018-12-31,150685000.0,33669000.0,117016000.0,22.34,0.29
DWSN,2017-12-31,167919000.0,26601000.0,141318000.0,15.84,0.19
DWSN,2016-12-31,187666000.0,16782000.0,170884000.0,8.94,0.1
CACC,2019-12-31,7423200000.0,5067900000.0,2355300000.0,68.27,2.15
CACC,2018-12-31,6237400000.0,4246500000.0,1990900000.0,68.08,2.13
CACC,2017-12-31,4985600000.0,3449800000.0,1535800000.0,69.2,2.25
CACC,2016-12-31,4218000000.0,3044300000.0,1173700000.0,72.17,2.59
SMBC,2019-06-30,2214402000.0,1976010000.0,238392000.0,89.23,8.29
SMBC,2018-06-30,1886115000.0,1685421000.0,200694000.0,89.36,8.4
SMBC,2017-06-30,1707712000.0,1534629000.0,173083000.0,89.86,8.87
SMBC,2016-06-30,1403910000.0,1277944000.0,125966000.0,91.03,10.15
FRO,2019-12-31,3697818000.0,2187610000.0,1509976000.0,59.16,1.45
FRO,2018-12-31,3077841000.0,1913624000.0,1163800000.0,62.17,1.64
FRO,2017-12-31,3133728000.0,1946099000.0,1187308000.0,62.1,1.64
FRO,2016-12-31,2966317000.0,1466548000.0,1499601000.0,49.44,0.98
TNAV,2019-06-30,297015000.0,206375000.0,90640000.0,69.48,2.28
TNAV,2018-06-30,237680000.0,128797000.0,108883000.0,54.19,1.18
TNAV,2017-06-30,259560000.0,147412000.0,112148000.0,56.79,1.31
TNAV,2016-06-30,218247000.0,68562000.0,149685000.0,31.41,0.46
SNX,2019-11-30,11697960000.0,7909510000.0,3788450000.0,67.61,2.09
SNX,2018-11-30,11543498000.0,8108444000.0,3435054000.0,70.24,2.36
SNX,2017-11-30,7698526000.0,5414831000.0,2283695000.0,70.34,2.37
SNX,2016-11-30,5215281000.0,3239483000.0,1975776000.0,62.12,1.64
FLR,2018-12-31,8913637000.0,5795587000.0,2963181000.0,65.02,1.96
FLR,2017-12-31,9327692000.0,5835293000.0,3342310000.0,62.56,1.75
FLR,2016-12-31,9216417000.0,5973586000.0,3125191000.0,64.81,1.91
FLR,2015-12-31,7625406000.0,4511907000.0,2997347000.0,59.17,1.51
EBF,2020-02-29,365699000.0,71370000.0,294329000.0,19.52,0.24
EBF,2019-02-28,363085000.0,73958000.0,289127000.0,20.37,0.26
EBF,2018-02-28,329439000.0,67735000.0,261704000.0,20.56,0.26
EBF,2017-02-28,324285000.0,72930000.0,251355000.0,22.49,0.29
ASTC,2019-06-30,3692000.0,984000.0,2708000.0,26.65,0.36
ASTC,2018-06-30,5140000.0,1148000.0,3992000.0,22.33,0.29
ASTC,2017-06-30,18835000.0,2065000.0,16770000.0,10.96,0.12
ASTC,2016-06-30,30523000.0,1896000.0,28667000.0,6.21,0.07
MANH,2019-12-31,372279000.0,230001000.0,142278000.0,61.78,1.62
MANH,2018-12-31,307150000.0,160003000.0,147147000.0,52.09,1.09
MANH,2017-12-31,314995000.0,140039000.0,174956000.0,44.46,0.8
MANH,2016-12-31,297140000.0,127774000.0,169366000.0,43.0,0.75
WIRE,2019-12-31,883154000.0,104058000.0,779096000.0,11.78,0.13
WIRE,2018-12-31,818060000.0,97604000.0,720456000.0,11.93,0.14
WIRE,2017-12-31,733975000.0,92630000.0,641345000.0,12.62,0.14
WIRE,2016-12-31,657964000.0,84855000.0,573109000.0,12.9,0.15
GPRO,2019-12-31,792803000.0,559274000.0,233529000.0,70.54,2.39
GPRO,2018-12-31,698359000.0,486247000.0,212112000.0,69.63,2.29
GPRO,2017-12-31,850246000.0,551541000.0,298705000.0,64.87,1.85
GPRO,2016-12-31,922640000.0,475695000.0,446945000.0,51.56,1.06
TPCO,2019-12-29,682278000.0,333951000.0,284826000.0,48.95,1.17
TPCO,2018-12-30,726627000.0,313559000.0,373312000.0,43.15,0.84
TPCO,2017-12-31,865133000.0,795971000.0,69162000.0,92.01,11.51
TPCO,2016-12-25,888766000.0,780885000.0,107881000.0,87.86,7.24
FLL,2019-12-31,211335000.0,155239000.0,56096000.0,73.46,2.77
FLL,2018-12-31,182272000.0,120927000.0,61345000.0,66.34,1.97
FLL,2017-12-31,173485000.0,121437000.0,52048000.0,70.0,2.33
FLL,2016-12-31,177206000.0,120727000.0,56479000.0,68.13,2.14
CMRX,2019-12-31,119376000.0,9424000.0,109952000.0,7.89,0.09
CMRX,2018-12-31,190714000.0,13110000.0,177604000.0,6.87,0.07
CMRX,2017-12-31,235230000.0,13420000.0,221810000.0,5.71,0.06
CMRX,2016-12-31,286770000.0,10546000.0,276224000.0,3.68,0.04
FORM,2019-12-28,839882000.0,198885000.0,640997000.0,23.68,0.31
FORM,2018-12-29,728222000.0,148058000.0,580164000.0,20.33,0.26
FORM,2017-12-30,646574000.0,187937000.0,458637000.0,29.07,0.41
FORM,2016-12-31,618982000.0,217926000.0,401056000.0,35.21,0.54
BLDP,2019-12-31,340319000.0,90056000.0,250263000.0,26.46,0.36
BLDP,2018-12-31,346100000.0,63500000.0,282600000.0,18.35,0.22
BLDP,2017-12-31,177657000.0,57802000.0,119855000.0,32.54,0.48
BLDP,2016-12-31,183446000.0,61903000.0,124844000.0,33.74,0.5
LJPC,2019-12-31,132247000.0,188237000.0,-59896000.0,142.34,-3.14
LJPC,2018-12-31,204292000.0,168371000.0,29278000.0,82.42,5.75
LJPC,2017-12-31,119539000.0,31337000.0,81559000.0,26.21,0.38
LJPC,2016-12-31,70795000.0,9758000.0,54394000.0,13.78,0.18
USCR,2019-12-31,1433300000.0,1063700000.0,343400000.0,74.21,3.1
USCR,2018-12-31,1371300000.0,1034100000.0,312400000.0,75.41,3.31
USCR,2017-12-31,1276100000.0,974000000.0,280400000.0,76.33,3.47
USCR,2016-12-31,945402000.0,756573000.0,188829000.0,80.03,4.01
AP,2019-12-31,506560000.0,450944000.0,48900000.0,89.02,9.22
AP,2018-12-31,571119000.0,478150000.0,87595000.0,83.72,5.46
AP,2017-12-31,565599000.0,403838000.0,158941000.0,71.4,2.54
AP,2016-12-31,565889000.0,416055000.0,147918000.0,73.52,2.81
AQB,2019-12-31,30233739.0,6473110.0,23760629.0,21.41,0.27
AQB,2018-12-31,27671060.0,4436757.0,23234303.0,16.03,0.19
AQB,2017-12-31,23731758.0,5751069.0,17980689.0,24.23,0.32
AQB,2016-12-31,5708834.0,3680779.0,2028055.0,64.48,1.81
VOLT,2019-11-03,218004000.0,181815000.0,36189000.0,83.4,5.02
VOLT,2018-10-28,236696000.0,186197000.0,50499000.0,78.67,3.69
VOLT,2017-10-29,284809000.0,200815000.0,83994000.0,70.51,2.39
VOLT,2016-10-30,316465000.0,267500000.0,48965000.0,84.53,5.46
GBR,2019-12-31,5790000.0,3381000.0,2408000.0,58.39,1.4
GBR,2018-12-31,7882000.0,3121000.0,4760000.0,39.6,0.66
GBR,2017-12-31,4205000.0,3569000.0,635000.0,84.88,5.62
GBR,2016-12-31,7178000.0,3459000.0,3718000.0,48.19,0.93
PDM,2019-12-31,3516757000.0,1697783000.0,1817248000.0,48.28,0.93
PDM,2018-12-31,3592429000.0,1880289000.0,1710368000.0,52.34,1.1
PDM,2017-12-31,3999967000.0,2013478000.0,1984667000.0,50.34,1.01
PDM,2016-12-31,4368168000.0,2270465000.0,2095821000.0,51.98,1.08
DE,2019-11-03,73011000000.0,61580000000.0,11413000000.0,84.34,5.4
DE,2018-10-28,70108000000.0,58803000000.0,11288000000.0,83.87,5.21
DE,2017-10-29,65786300000.0,56211800000.0,9557300000.0,85.45,5.88
DE,2016-10-30,57918500000.0,51373700000.0,6520000000.0,88.7,7.88
CMBM,2019-12-31,172479000.0,132550000.0,39929000.0,76.85,3.32
CMBM,2018-12-31,142057000.0,162628000.0,-20571000.0,114.48,-7.91
CMBM,2017-12-31,121613000.0,139439000.0,-17826000.0,114.66,-7.82
CMBM,2016-12-31,118762000.0,159817000.0,-49672000.0,134.57,-3.22
PSHG,2019-12-31,130569000.0,36331000.0,94238000.0,27.83,0.39
PSHG,2018-12-31,100086000.0,4510000.0,95576000.0,4.51,0.05
PSHG,2017-12-31,232307000.0,101535000.0,130772000.0,43.71,0.78
PSHG,2016-12-31,266531000.0,175651000.0,90880000.0,65.9,1.93
RNG,2019-12-31,1450747000.0,705047000.0,745700000.0,48.6,0.95
RNG,2018-12-31,894326000.0,576717000.0,317609000.0,64.49,1.82
RNG,2017-12-31,359814000.0,131468000.0,228346000.0,36.54,0.58
RNG,2016-12-31,252629000.0,122588000.0,130041000.0,48.52,0.94
FARM,2019-06-30,424610000.0,266498000.0,157479000.0,62.76,1.69
FARM,2018-06-30,475531000.0,246164000.0,229040000.0,51.77,1.07
FARM,2017-06-30,407153000.0,177601000.0,229552000.0,43.62,0.77
FARM,2016-06-30,368991000.0,186397000.0,182594000.0,50.52,1.02
METC,2019-12-31,226813000.0,56730000.0,170083000.0,25.01,0.33
METC,2018-12-31,188244000.0,47135000.0,141109000.0,25.04,0.33
METC,2017-12-31,148098000.0,34701000.0,113397000.0,23.43,0.31
METC,2016-12-31,119209092.0,35420969.0,-4985810.0,29.71,-7.1
CBB,2019-12-31,2653800000.0,2793800000.0,-269400000.0,105.28,-10.37
CBB,2018-12-31,2730200000.0,2805200000.0,-204400000.0,102.75,-13.72
CBB,2017-12-31,2187600000.0,2305500000.0,-247300000.0,105.39,-9.32
CBB,2016-12-31,1541000000.0,1662700000.0,-251100000.0,107.9,-6.62
AEZS,2019-12-31,19981000.0,22444000.0,-2463000.0,112.33,-9.11
AEZS,2018-12-31,25011000.0,23104000.0,1907000.0,92.38,12.12
AEZS,2017-12-31,22195000.0,24978000.0,-2783000.0,112.54,-8.98
AEZS,2016-12-31,31659000.0,25447000.0,6212000.0,80.38,4.1
GTX,2019-12-31,2275000000.0,4408000000.0,-2133000000.0,193.76,-2.07
GTX,2018-12-31,2124000000.0,4641000000.0,-2517000000.0,218.5,-1.84
GTX,2017-12-31,2997000000.0,5192000000.0,-2195000000.0,173.24,-2.37
GTX,2016-12-31,2661000000.0,3882000000.0,-1221000000.0,145.89,-3.18
STND,2019-12-31,984387000.0,842539000.0,141848000.0,85.59,5.94
STND,2018-12-31,971796000.0,833906000.0,137890000.0,85.81,6.05
STND,2017-12-31,972600000.0,838628000.0,133972000.0,86.23,6.26
STND,2016-12-31,487966000.0,414976000.0,72990000.0,85.04,5.69
SWCH,2019-12-31,1773743000.0,1146098000.0,207451000.0,64.61,5.52
SWCH,2018-12-31,1460030000.0,751678000.0,143210000.0,51.48,5.25
SWCH,2017-12-31,1434759000.0,692626000.0,108894000.0,48.27,6.36
SWCH,2016-12-31,921015000.0,642652000.0,278363000.0,69.78,2.31
ARLO,2019-12-31,542712000.0,339336000.0,203376000.0,62.53,1.67
ARLO,2018-12-31,595946000.0,326444000.0,269502000.0,54.78,1.21
ARLO,2017-12-31,269820000.0,144401000.0,125419000.0,53.52,1.15
ARLO,2016-12-31,158581000.0,85407000.0,73174000.0,53.86,1.17
DIT,2019-09-30,157711622.0,96954880.0,60756742.0,61.48,1.6
DIT,2018-09-30,139954154.0,75353337.0,64600817.0,53.84,1.17
DIT,2017-09-30,131804887.0,63636045.0,68168842.0,48.28,0.93
DIT,2016-09-30,110821471.0,45070873.0,65750598.0,40.67,0.69
XGN,2019-12-31,88310000.0,32651000.0,55659000.0,36.97,0.59
XGN,2018-12-31,28887000.0,34118000.0,-111966000.0,118.11,-0.3
XGN,2017-12-31,20390000.0,24132000.0,-96684000.0,118.35,-0.25
XGN,2015-12-31,14627000.0,36324000.0,-59530000.0,248.34,-0.61
THM,2019-12-31,62566733.0,335757.0,62230976.0,0.54,0.01
THM,2018-12-31,65724114.0,547953.0,65176161.0,0.83,0.01
THM,2017-12-31,57647031.0,428838.0,57218193.0,0.74,0.01
THM,2016-12-31,77901555.0,15083847.0,62817708.0,19.36,0.24
ORBC,2019-12-31,580980000.0,343464000.0,235804000.0,59.12,1.46
ORBC,2018-12-31,586459000.0,328601000.0,256438000.0,56.03,1.28
ORBC,2017-12-31,595194000.0,348798000.0,245287000.0,58.6,1.42
ORBC,2016-12-31,506154000.0,224286000.0,280857000.0,44.31,0.8
PM,2019-12-31,42875000000.0,52474000000.0,-11577000000.0,122.39,-4.53
PM,2018-12-31,39801000000.0,50540000000.0,-12459000000.0,126.98,-4.06
PM,2017-12-31,42968000000.0,53198000000.0,-12086000000.0,123.81,-4.4
PM,2016-12-31,36851000000.0,47751000000.0,-12688000000.0,129.58,-3.76
VER,2019-12-31,13280680000.0,6437402000.0,6835434000.0,48.47,0.94
VER,2018-12-31,13963493000.0,6663349000.0,7156631000.0,47.72,0.93
VER,2017-12-31,14705578000.0,6662702000.0,7883850000.0,45.31,0.85
VER,2016-12-31,15587574000.0,6968041000.0,8446933000.0,44.7,0.82
RDHL,2019-12-31,74099000.0,14097000.0,60002000.0,19.02,0.23
RDHL,2018-12-31,62411000.0,11225000.0,51186000.0,17.99,0.22
RDHL,2017-12-31,57343000.0,12278000.0,45065000.0,21.41,0.27
RDHL,2016-12-31,74212000.0,11511000.0,62701000.0,15.51,0.18
ALK,2019-12-31,12993000000.0,8662000000.0,4331000000.0,66.67,2.0
ALK,2018-12-31,10912000000.0,7161000000.0,3751000000.0,65.62,1.91
ALK,2017-12-31,10746000000.0,7286000000.0,3460000000.0,67.8,2.11
ALK,2016-12-31,9962000000.0,7031000000.0,2931000000.0,70.58,2.4
KEY,2019-12-31,144988000000.0,127950000000.0,15138000000.0,88.25,8.45
KEY,2018-12-31,139613000000.0,124017000000.0,14145000000.0,88.83,8.77
KEY,2017-12-31,137698000000.0,122673000000.0,13998000000.0,89.09,8.76
KEY,2016-12-31,136453000000.0,121213000000.0,13575000000.0,88.83,8.93
PLCE,2020-02-01,1181397000.0,946210000.0,235187000.0,80.09,4.02
PLCE,2019-02-02,727046000.0,412609000.0,314437000.0,56.75,1.31
PLCE,2018-02-03,940228000.0,466529000.0,473699000.0,49.62,0.98
PLCE,2017-01-28,910499000.0,414212000.0,496287000.0,45.49,0.83
VOXX,2019-02-28,508811000.0,113710000.0,407672000.0,22.35,0.28
VOXX,2018-02-28,575644000.0,125526000.0,455948000.0,21.81,0.28
VOXX,2017-02-28,668486000.0,277171000.0,390005000.0,41.46,0.71
VOXX,2016-02-29,667190000.0,271296000.0,387370000.0,40.66,0.7
FBP,2019-12-31,12611266000.0,10383193000.0,2191969000.0,82.33,4.74
FBP,2018-12-31,12243561000.0,10198857000.0,2008600000.0,83.3,5.08
FBP,2017-12-31,12261268000.0,10392171000.0,1832993000.0,84.76,5.67
FBP,2016-12-31,11922455000.0,10136212000.0,1750139000.0,85.02,5.79
GPS,2020-02-01,13679000000.0,10363000000.0,3316000000.0,75.76,3.13
GPS,2019-02-02,8049000000.0,4496000000.0,3553000000.0,55.86,1.27
GPS,2018-02-03,7989000000.0,4845000000.0,3144000000.0,60.65,1.54
GPS,2017-01-28,7610000000.0,4706000000.0,2904000000.0,61.84,1.62
CC,2019-12-31,7258000000.0,6563000000.0,689000000.0,90.42,9.53
CC,2018-12-31,7362000000.0,6342000000.0,1014000000.0,86.15,6.25
CC,2017-12-31,7293000000.0,6428000000.0,860000000.0,88.14,7.47
CC,2016-12-31,6060000000.0,5956000000.0,100000000.0,98.28,59.56
TTC,2019-10-31,2330547000.0,1470969000.0,859578000.0,63.12,1.71
TTC,2018-10-31,1570984000.0,902068000.0,668916000.0,57.42,1.35
TTC,2017-10-31,1493787000.0,876695000.0,617092000.0,58.69,1.42
TTC,2016-10-31,1384572000.0,834537000.0,550035000.0,60.27,1.52
COP,2019-12-31,70514000000.0,35464000000.0,34981000000.0,50.29,1.01
COP,2018-12-31,69980000000.0,37916000000.0,31939000000.0,54.18,1.19
COP,2017-12-31,73362000000.0,42561000000.0,30607000000.0,58.02,1.39
COP,2016-12-31,89772000000.0,54546000000.0,34974000000.0,60.76,1.56
HBIO,2019-12-31,164870000.0,83176000.0,81694000.0,50.45,1.02
HBIO,2018-12-31,168613000.0,85889000.0,82724000.0,50.94,1.04
HBIO,2017-12-31,109354000.0,28454000.0,80900000.0,26.02,0.35
HBIO,2016-12-31,107765000.0,35569000.0,72196000.0,33.01,0.49
HLX,2019-12-31,2596731000.0,893685000.0,1699591000.0,34.42,0.53
HLX,2018-12-31,2347730000.0,729951000.0,1617779000.0,31.09,0.45
HLX,2017-12-31,2362837000.0,795444000.0,1567393000.0,33.66,0.51
HLX,2016-12-31,2246941000.0,965127000.0,1281814000.0,42.95,0.75
ICLR,2019-12-31,2907512000.0,1249947000.0,1618055000.0,42.99,0.77
ICLR,2018-12-31,2354255000.0,999974000.0,1354281000.0,42.48,0.74
ICLR,2017-12-31,2146618000.0,955618000.0,1191000000.0,44.52,0.8
ICLR,2016-12-31,1825843000.0,880669000.0,945174000.0,48.23,0.93
HESM,2019-12-31,3277700000.0,1945600000.0,131500000.0,59.36,14.8
HESM,2018-12-31,2991200000.0,1115100000.0,-332900000.0,37.28,-3.35
HESM,2017-12-31,2635100000.0,79800000.0,506000000.0,3.03,0.16
HESM,2016-12-31,2574700000.0,336300000.0,2238400000.0,13.06,0.15
EGRX,2019-12-31,254554000.0,75380000.0,179174000.0,29.61,0.42
EGRX,2018-12-31,238603000.0,77841000.0,160762000.0,32.62,0.48
EGRX,2017-12-31,270060000.0,90916000.0,179144000.0,33.67,0.51
EGRX,2016-12-31,214320000.0,63094000.0,151226000.0,29.44,0.42
DFS,2019-12-31,113996000000.0,102137000000.0,11296000000.0,89.6,9.04
DFS,2018-12-31,109553000000.0,98423000000.0,10567000000.0,89.84,9.31
DFS,2017-12-31,100087000000.0,89195000000.0,10329000000.0,89.12,8.64
DFS,2016-12-31,92308000000.0,80985000000.0,10763000000.0,87.73,7.52
PINS,2019-12-31,2393317000.0,369612000.0,2023705000.0,15.44,0.18
PINS,2018-12-31,1152731000.0,276961000.0,-594563000.0,24.03,-0.47
PINS,2017-12-31,1173045000.0,254110000.0,-546464000.0,21.66,-0.47
RGCO,2019-09-30,258353696.0,175257304.0,83096392.0,67.84,2.11
RGCO,2018-09-30,219560106.0,139976994.0,79583112.0,63.75,1.76
RGCO,2017-09-30,183135071.0,123094599.0,60040472.0,67.22,2.05
RGCO,2016-09-30,165552849.0,109885777.0,55667072.0,66.38,1.97
CTIB,2019-12-31,31321083.0,30194576.0,1983344.0,96.4,15.22
CTIB,2018-12-31,38760834.0,32505105.0,7328314.0,83.86,4.44
CTIB,2017-12-31,39984038.0,29539778.0,11363830.0,73.88,2.6
CTIB,2016-12-31,43913739.0,31936162.0,12717393.0,72.72,2.51
DHF,2020-03-31,280840283.0,92569788.0,188270495.0,32.96,0.49
DHF,2019-03-31,362622792.0,121436491.0,241186301.0,33.49,0.5
DHF,2018-03-31,378948677.0,130058317.0,248890360.0,34.32,0.52
DHF,2017-03-31,382507324.0,123788602.0,258718722.0,32.36,0.48
GWW,2019-12-31,6005000000.0,3945000000.0,1855000000.0,65.7,2.13
GWW,2018-12-31,5873000000.0,3780000000.0,1921000000.0,64.36,1.97
GWW,2017-12-31,5804000000.0,3976000000.0,1690000000.0,68.5,2.35
GWW,2016-12-31,5694307000.0,3788539000.0,1797935000.0,66.53,2.11
QDEL,2019-12-31,910867000.0,351047000.0,559820000.0,38.54,0.63
QDEL,2018-12-31,806371000.0,380787000.0,425584000.0,47.22,0.89
QDEL,2017-12-31,935251000.0,708147000.0,227104000.0,75.72,3.12
QDEL,2016-12-31,388250000.0,187620000.0,200630000.0,48.32,0.94
ISIG,2019-12-31,16990000.0,5196000.0,11794000.0,30.58,0.44
ISIG,2018-12-31,23953000.0,7633000.0,16320000.0,31.87,0.47
ISIG,2017-12-31,21688000.0,6847000.0,14841000.0,31.57,0.46
ISIG,2016-12-31,28228000.0,13119000.0,15109000.0,46.48,0.87
ARLP,2019-12-31,2586694000.0,1321270000.0,1253489000.0,51.08,1.05
ARLP,2018-12-31,2394748000.0,1207061000.0,1182397000.0,50.4,1.02
ARLP,2017-12-31,2219371000.0,1067885000.0,1131279000.0,48.12,0.94
ARLP,2016-12-31,2193042000.0,1099618000.0,1361662000.0,50.14,0.81
EPRT,2019-12-31,1975447000.0,773334000.0,1194450000.0,39.15,0.65
EPRT,2018-12-31,1380900000.0,569859000.0,562179000.0,41.27,1.01
